mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	5/8	3/4	4	1	A.I	A	I		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
2	2	0	0	3/4	4	1	IV	A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
2	2	1/2	1/2	3/4	4	1	V	A	I		V		V							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	1.0	0.0
3	3	0	0	3/4	4	1	I\\	A	I		I		I						\\	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
3	3	1/2	1/2	3/4	4	1	IV6	A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	1.0	0.0
4	4	0	0	3/4	4	1	V(64)	A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	1.5	0.0
4	4	3/8	3/8	3/4	4	1	IV	A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
4	4	1/2	1/2	3/4	4	1	V7	A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	12	0.0	0.0	2.0	0.0
5	5	1/4	1/4	3/4	4	1	I\\	A	I		I		I						\\	M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	1.0	0.0
6	6	0	0	3/4	4	1	IV	A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
6	6	1/2	1/2	3/4	4	1	V	A	I		V		V							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/4	4	1	V/ii	A	I		V/ii		V				ii			M	0	0	6, 10, 7		6	6	0	8	0.0	0.0	3.0	0.0
8	8	0	0	3/4	4	1	ii	A	I		ii		ii							m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	1.5	0.0
8	8	3/8	3/8	3/4	4	1	ii2	A	I		ii2		ii		2					mm7	0	0	3, 5, 2, 6		5	3	0	4	0.0	0.0	0.5	0.0
8	8	1/2	1/2	3/4	4	1	ii65/IV	A	I		ii65/IV		ii		65		IV			mm7	0	0	1, 5, 2, 4		4	1	0	4	0.0	0.0	0.5	0.0
8	8	5/8	5/8	3/4	4	1	V/IV	A	I		V/IV		V				IV			M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
9	9	0	0	3/4	4	1	IV(7b4)	A	I		IV(7b4)		IV			7b4				M	0	0	2, 1, 3	7	2	2	0	4	0.0	0.0	1.5	0.0
9	9	1/4	1/4	3/4	4	1	IV	A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
9	9	1/2	1/2	3/4	4	1	V7(4)/vi	A	I		V7(4)/vi		V		7	4	vi			Mm7	0	0	7, 6, 8, 5		7	7	0	4	0.0	0.0	0.75	0.0
9	9	5/8	5/8	3/4	4	1	V7/vi	A	I		V7/vi		V		7		vi			Mm7	0	0	7, 11, 8, 5		7	7	0	2	0.0	0.0	0.25	0.0
10	10	0	0	3/4	4	1	vi(9#74)	A	I		vi(9#74)		vi			9#74				m	0	0	6, 5, 7	8, 11	6	6	0	4	0.0	0.0	1.5	0.0
10	10	1/4	1/4	3/4	4	1	vi	A	I		vi		vi							m	0	0	6, 3, 7		6	6	0	4	0.0	0.0	1.0	0.0
10	10	1/2	1/2	3/4	4	1	V43/V	A	I		V43/V		V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.375	0.0
