mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	4.0	0	0	4/4	4	1	1	1	1	1	4	40	E2	2	9
1	1	1/2	1/2	1.0	1/8	1/8	4/4	3	1	1/4	1/4	1		1	55	G3	3	5
1	1	1/2	1/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		5	59	B3	3	1
1	1	3/2	3/2	1.0	3/8	3/8	4/4	3	1	1/4	1/4	1		1	55	G3	3	6
1	1	3/2	3/2	1.0	3/8	3/8	4/4	2	1	1/4	1/4	1		5	59	B3	3	2
1	1	5/2	5/2	1.0	5/8	5/8	4/4	3	1	1/4	1/4	1		1	55	G3	3	7
1	1	5/2	5/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		5	59	B3	3	3
1	1	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	59	B3	3	0
1	1	7/2	7/2	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1	1	1	55	G3	3	8
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1	1	5	59	B3	3	4
2	2	4	4	4.0	0	0	4/4	4	1	1	1	1	0	4	40	E2	2	24
2	2	4	4	0.5	0	0	4/4	3	1	1/8	1/8	1	-1	1	55	G3	3	19
2	2	4	4	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	5	59	B3	3	14
2	2	4	4	1.0	0	0	4/4	1	1	1/4	1/4	1		4	64	E4	4	10
2	2	9/2	9/2	1.0	1/8	1/8	4/4	3	1	1/4	1/4	1		1	55	G3	3	20
2	2	9/2	9/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		5	59	B3	3	15
2	2	5	5	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	11
2	2	11/2	11/2	1.0	3/8	3/8	4/4	3	1	1/4	1/4	1		1	55	G3	3	21
2	2	11/2	11/2	1.0	3/8	3/8	4/4	2	1	1/4	1/4	1		5	59	B3	3	16
2	2	6	6	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	12
