mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	3/4	.Eb.I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
2	1	0	viio6(2)	Eb	I		viio6(2)	vii		o	6	2			o	0	0	2, -1, 0		5	2
2	1	1/4	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0	4
2	1	1/2	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	3/4	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
3	2	0	viio6(2)/V	Eb	I		viio6(2)/V	vii		o	6	2	V		o	0	0	3, 0, 1		6	3
3	2	1/4	V65	Eb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
3	2	3/4	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
4	3	0	viio6(2)	Eb	I		viio6(2)	vii		o	6	2			o	0	0	2, -1, 0		5	2
4	3	1/4	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0	4
4	3	1/2	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	3	3/4	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	4	0	viio6(2)/V	Eb	I		viio6(2)/V	vii		o	6	2	V		o	0	0	3, 0, 1		6	3
5	4	1/4	V6	Eb	I		V6	V			6				M	0	0	5, 2, 1		1	5
5	4	1/2	V65\\	Eb	I		V65	V			65			\\	Mm7	0	0	5, 2, -1, 1		1	5
6	5	0	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
6	5	1/4	viio6(+2)	Eb	I		viio6(+2)	vii		o	6	+2			o	0	0	2, -1, 5	0	5	2
6	5	3/8	V65/IV	Eb	I		V65/IV	V			65		IV		Mm7	0	0	4, 1, -2, 0		0	4
6	5	1/2	IV64	Eb	I		IV64	IV			64				M	0	0	0, -1, 3		-1	0
6	5	5/8	V+/IV	Eb	I		V+/IV	V		+			IV		+	0	0	0, 4, 8		0	0
6	5	3/4	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	0	V(64)	Eb	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
7	6	1/8	V+(#74)	Eb	I		V+(#74)	V		+		#74			+	0	0	1, 0, 9	6	1	1
7	6	1/4	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0	4
7	6	3/8	I6(#4#2)	Eb	I		I6(#4#2)	I			6	#4#2			M	0	0	9, 6, 0		0	9
7	6	1/2	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0	4
7	6	5/8	V(964)	Eb	I		V(964)	V				964			M	0	0	1, 0, 4	3	1	1
7	6	3/4	V7(4)	Eb	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
7	6	7/8	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
8	7	0	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
8	7	1/4	viio6(+2)	Eb	I		viio6(+2)	vii		o	6	+2			o	0	0	2, -1, 5	0	5	2
8	7	3/8	V65/IV	Eb	I		V65/IV	V			65		IV		Mm7	0	0	4, 1, -2, 0		0	4
8	7	1/2	IV64	Eb	I		IV64	IV			64				M	0	0	0, -1, 3		-1	0
8	7	5/8	V+/IV	Eb	I		V+/IV	V		+			IV		+	0	0	0, 4, 8		0	0
8	7	3/4	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	8	0	V(64)	Eb	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
